Date,Open,High,Low,Close,Volume,Adj Close
2012-09-28,132.830002,132.830002,132.830002,132.830002,000,124.148271
2012-09-27,133.419998,133.419998,133.419998,133.419998,000,124.699706
2012-09-26,132.139999,132.139999,132.139999,132.139999,000,123.503367
2012-09-25,132.880005,132.880005,132.880005,132.880005,000,124.195006
2012-09-24,134.270004,134.270004,134.270004,134.270004,000,125.494156
2012-09-21,134.570007,134.570007,134.570007,134.570007,000,125.77455
2012-09-20,135.270004,135.270004,135.270004,135.270004,000,125.783899
2012-09-19,135.320007,135.320007,135.320007,135.320007,000,125.830396
2012-09-18,135.160004,135.160004,135.160004,135.160004,000,125.681613
2012-09-17,135.330002,135.330002,135.330002,135.330002,000,125.839689
2012-09-14,135.75,135.75,135.75,135.75,000,126.230234
2012-09-13,135.210007,135.210007,135.210007,135.210007,000,125.728109
2012-09-12,133.029999,133.029999,133.029999,133.029999,000,123.700979
2012-09-11,132.710007,132.710007,132.710007,132.710007,000,123.403427
2012-09-10,132.289993,132.289993,132.289993,132.289993,000,123.012868
2012-09-07,133.110001,133.110001,133.110001,133.110001,000,123.77537
2012-09-06,132.559998,132.559998,132.559998,132.559998,000,123.263938
2012-09-05,129.889999,129.889999,129.889999,129.889999,000,120.781179
2012-09-04,130.00,130.00,130.00,130.00,000,120.883465
2012-08-31,130.149994,130.149994,130.149994,130.149994,000,121.022941
2012-08-30,129.490005,129.490005,129.490005,129.490005,000,120.409235
2012-08-29,130.490005,130.490005,130.490005,130.490005,000,121.339108
2012-08-28,130.350006,130.350006,130.350006,130.350006,000,121.208927
2012-08-27,130.440002,130.440002,130.440002,130.440002,000,121.292612
2012-08-24,130.509995,130.509995,130.509995,130.509995,000,121.357695
2012-08-23,129.649994,129.649994,129.649994,129.649994,000,120.558004
2012-08-22,130.710007,130.710007,130.710007,130.710007,000,121.543681
2012-08-21,130.669998,130.669998,130.669998,130.669998,000,121.506478
2012-08-20,131.119995,131.119995,131.119995,131.119995,000,121.924918
2012-08-17,131.119995,131.119995,131.119995,131.119995,000,121.924918
2012-08-16,130.880005,130.880005,130.880005,130.880005,000,121.701758
2012-08-15,129.949997,129.949997,129.949997,129.949997,000,120.836969
2012-08-14,129.75,129.75,129.75,129.75,000,120.650997
2012-08-13,129.75,129.75,129.75,129.75,000,120.650997
2012-08-10,129.889999,129.889999,129.889999,129.889999,000,120.781179
2012-08-09,129.600006,129.600006,129.600006,129.600006,000,120.511522
2012-08-08,129.490005,129.490005,129.490005,129.490005,000,120.409235
2012-08-07,129.369995,129.369995,129.369995,129.369995,000,120.297641
2012-08-06,128.710007,128.710007,128.710007,128.710007,000,119.683936
2012-08-03,128.410004,128.410004,128.410004,128.410004,000,119.404971
2012-08-02,125.989998,125.989998,125.989998,125.989998,000,117.154673
2012-08-01,126.93,126.93,126.93,126.93,000,118.028756
2012-07-31,127.279999,127.279999,127.279999,127.279999,000,118.35421
2012-07-30,127.830002,127.830002,127.830002,127.830002,000,118.865643
2012-07-27,127.889999,127.889999,127.889999,127.889999,000,118.921433
2012-07-26,125.489998,125.489998,125.489998,125.489998,000,116.689737
2012-07-25,123.449997,123.449997,123.449997,123.449997,000,114.792796
2012-07-24,123.480003,123.480003,123.480003,123.480003,000,114.820698
2012-07-23,124.599998,124.599998,124.599998,124.599998,000,115.862151
2012-07-20,125.720001,125.720001,125.720001,125.720001,000,116.903611
2012-07-19,127.00,127.00,127.00,127.00,000,118.093847
2012-07-18,126.639999,126.639999,126.639999,126.639999,000,117.759092
2012-07-17,125.779999,125.779999,125.779999,125.779999,000,116.959401
2012-07-16,124.860001,124.860001,124.860001,124.860001,000,116.10392
2012-07-13,125.150002,125.150002,125.150002,125.150002,000,116.373584
2012-07-12,123.110001,123.110001,123.110001,123.110001,000,114.476642
2012-07-11,123.730003,123.730003,123.730003,123.730003,000,115.053166
2012-07-10,123.720001,123.720001,123.720001,123.720001,000,115.043865
2012-07-09,124.730003,124.730003,124.730003,124.730003,000,115.983039
2012-07-06,124.93,124.93,124.93,124.93,000,116.169011
2012-07-05,126.080002,126.080002,126.080002,126.080002,000,117.238366
2012-07-03,126.669998,126.669998,126.669998,126.669998,000,117.786987
2012-07-02,125.860001,125.860001,125.860001,125.860001,000,117.033793
2012-06-29,125.550003,125.550003,125.550003,125.550003,000,116.745534
2012-06-28,122.480003,122.480003,122.480003,122.480003,000,113.890825
2012-06-27,122.739998,122.739998,122.739998,122.739998,000,114.132587
2012-06-26,121.620003,121.620003,121.620003,121.620003,000,113.091134
2012-06-25,121.040001,121.040001,121.040001,121.040001,000,112.551806
2012-06-22,122.989998,122.989998,122.989998,122.989998,000,114.365055
2012-06-21,122.75,122.75,122.75,122.75,000,113.541191
2012-06-20,125.529999,125.529999,125.529999,125.529999,000,116.112632
2012-06-19,125.730003,125.730003,125.730003,125.730003,000,116.297632
2012-06-18,124.510002,124.510002,124.510002,124.510002,000,115.169156
2012-06-15,124.330002,124.330002,124.330002,124.330002,000,115.002659
2012-06-14,123.059998,123.059998,123.059998,123.059998,000,113.827932
2012-06-13,121.739998,121.739998,121.739998,121.739998,000,112.60696
2012-06-12,122.550003,122.550003,122.550003,122.550003,000,113.356198
2012-06-11,121.139999,121.139999,121.139999,121.139999,000,112.051974
2012-06-08,122.68,122.68,122.68,122.68,000,113.476442
2012-06-07,121.690002,121.690002,121.690002,121.690002,000,112.560715
2012-06-06,121.699997,121.699997,121.699997,121.699997,000,112.56996
2012-06-05,118.93,118.93,118.93,118.93,000,110.007771
2012-06-04,118.239998,118.239998,118.239998,118.239998,000,109.369533
2012-06-01,118.230003,118.230003,118.230003,118.230003,000,109.360288
2012-05-31,121.209999,121.209999,121.209999,121.209999,000,112.116722
2012-05-30,121.480003,121.480003,121.480003,121.480003,000,112.36647
2012-05-29,123.209999,123.209999,123.209999,123.209999,000,113.96668
2012-05-25,121.839996,121.839996,121.839996,121.839996,000,112.699456
2012-05-24,122.099998,122.099998,122.099998,122.099998,000,112.939953
2012-05-23,121.910004,121.910004,121.910004,121.910004,000,112.764212
2012-05-22,121.699997,121.699997,121.699997,121.699997,000,112.56996
2012-05-21,121.639999,121.639999,121.639999,121.639999,000,112.514463
2012-05-18,119.720001,119.720001,119.720001,119.720001,000,110.738505
2012-05-17,120.610001,120.610001,120.610001,120.610001,000,111.561736
2012-05-16,122.440002,122.440002,122.440002,122.440002,000,113.254449
2012-05-15,122.940002,122.940002,122.940002,122.940002,000,113.716939
2012-05-14,123.620003,123.620003,123.620003,123.620003,000,114.345925
2012-05-11,125.00,125.00,125.00,125.00,000,115.622394
2012-05-10,125.410004,125.410004,125.410004,125.410004,000,116.001639
2012-05-09,125.059998,125.059998,125.059998,125.059998,000,115.67789
2012-05-08,125.870003,125.870003,125.870003,125.870003,000,116.427128
2012-05-07,126.389999,126.389999,126.389999,126.389999,000,116.908114
2012-05-04,126.339996,126.339996,126.339996,126.339996,000,116.861862
2012-05-03,128.419998,128.419998,128.419998,128.419998,000,118.785821
2012-05-02,129.380005,129.380005,129.380005,129.380005,000,119.673807
2012-05-01,129.690002,129.690002,129.690002,129.690002,000,119.960548
2012-04-30,128.960007,128.960007,128.960007,128.960007,000,119.285317
2012-04-27,129.460007,129.460007,129.460007,129.460007,000,119.747807
2012-04-26,129.149994,129.149994,129.149994,129.149994,000,119.461052
2012-04-25,128.279999,128.279999,128.279999,128.279999,000,118.656324
2012-04-24,126.540001,126.540001,126.540001,126.540001,000,117.046863
2012-04-23,126.080002,126.080002,126.080002,126.080002,000,116.621373
2012-04-20,127.139999,127.139999,127.139999,127.139999,000,117.601849
2012-04-19,126.989998,126.989998,126.989998,126.989998,000,117.4631
2012-04-18,127.739998,127.739998,127.739998,127.739998,000,118.156835
2012-04-17,128.259995,128.259995,128.259995,128.259995,000,118.637821
2012-04-16,126.309998,126.309998,126.309998,126.309998,000,116.834114
2012-04-13,126.370003,126.370003,126.370003,126.370003,000,116.889618
2012-04-12,127.959999,127.959999,127.959999,127.959999,000,118.360331
2012-04-11,126.220001,126.220001,126.220001,126.220001,000,116.750869
2012-04-10,125.269997,125.269997,125.269997,125.269997,000,115.872135
2012-04-09,127.449997,127.449997,127.449997,127.449997,000,117.88859
2012-04-05,128.910004,128.910004,128.910004,128.910004,000,119.239066
2012-04-04,128.940002,128.940002,128.940002,128.940002,000,119.266814
2012-04-03,130.270004,130.270004,130.270004,130.270004,000,120.497038
2012-04-02,130.759995,130.759995,130.759995,130.759995,000,120.950269
2012-03-30,129.779999,129.779999,129.779999,129.779999,000,120.043793
2012-03-29,129.300003,129.300003,129.300003,129.300003,000,119.599807
2012-03-28,129.509995,129.509995,129.509995,129.509995,000,119.794045
2012-03-27,130.119995,130.119995,130.119995,130.119995,000,120.358283
2012-03-26,130.470001,130.470001,130.470001,130.470001,000,120.682031
2012-03-23,128.690002,128.690002,128.690002,128.690002,000,119.035569
2012-03-22,128.860001,128.860001,128.860001,128.860001,000,118.661873
2012-03-21,129.789993,129.789993,129.789993,129.789993,000,119.518265
2012-03-20,130.029999,130.029999,130.029999,130.029999,000,119.739276
2012-03-19,130.419998,130.419998,130.419998,130.419998,000,120.098411
2012-03-16,129.899994,129.899994,129.899994,129.899994,000,119.61956
2012-03-15,129.75,129.75,129.75,129.75,000,119.481437
2012-03-14,128.979996,128.979996,128.979996,128.979996,000,118.772372
2012-03-13,129.130005,129.130005,129.130005,129.130005,000,118.910509
2012-03-12,126.790001,126.790001,126.790001,126.790001,000,116.755696
2012-03-09,126.760002,126.760002,126.760002,126.760002,000,116.728071
2012-03-08,126.300003,126.300003,126.300003,126.300003,000,116.304477
2012-03-07,125.059998,125.059998,125.059998,125.059998,000,115.162607
2012-03-06,124.169998,124.169998,124.169998,124.169998,000,114.343043
2012-03-05,126.099998,126.099998,126.099998,126.099998,000,116.120301
2012-03-02,126.580002,126.580002,126.580002,126.580002,000,116.562316
2012-03-01,126.989998,126.989998,126.989998,126.989998,000,116.939865
2012-02-29,126.209999,126.209999,126.209999,126.209999,000,116.221596
2012-02-28,126.790001,126.790001,126.790001,126.790001,000,116.755696
2012-02-27,126.339996,126.339996,126.339996,126.339996,000,116.341305
2012-02-24,126.160004,126.160004,126.160004,126.160004,000,116.175557
2012-02-23,125.93,125.93,125.93,125.93,000,115.963757
2012-02-22,125.370003,125.370003,125.370003,125.370003,000,115.448078
2012-02-21,125.790001,125.790001,125.790001,125.790001,000,115.834837
2012-02-17,125.699997,125.699997,125.699997,125.699997,000,115.751956
2012-02-16,125.400002,125.400002,125.400002,125.400002,000,115.475702
2012-02-15,124.010002,124.010002,124.010002,124.010002,000,114.195709
2012-02-14,124.639999,124.639999,124.639999,124.639999,000,114.775848
2012-02-13,124.739998,124.739998,124.739998,124.739998,000,114.867932
2012-02-10,123.870003,123.870003,123.870003,123.870003,000,114.06679
2012-02-09,124.720001,124.720001,124.720001,124.720001,000,114.849518
2012-02-08,124.540001,124.540001,124.540001,124.540001,000,114.683763
2012-02-07,124.230003,124.230003,124.230003,124.230003,000,114.398299
2012-02-06,123.970001,123.970001,123.970001,123.970001,000,114.158874
2012-02-03,124.019997,124.019997,124.019997,124.019997,000,114.204913
2012-02-02,122.220001,122.220001,122.220001,122.220001,000,112.547371
2012-02-01,122.080002,122.080002,122.080002,122.080002,000,112.418451
2012-01-31,120.980003,120.980003,120.980003,120.980003,000,111.405508
2012-01-30,121.029999,121.029999,121.029999,121.029999,000,111.451547
2012-01-27,121.339996,121.339996,121.339996,121.339996,000,111.737011
2012-01-26,121.529999,121.529999,121.529999,121.529999,000,111.911976
2012-01-25,122.220001,122.220001,122.220001,122.220001,000,112.547371
2012-01-24,121.169998,121.169998,121.169998,121.169998,000,111.580466
2012-01-23,121.290001,121.290001,121.290001,121.290001,000,111.690972
2012-01-20,121.230003,121.230003,121.230003,121.230003,000,111.635723
2012-01-19,121.150002,121.150002,121.150002,121.150002,000,111.562052
2012-01-18,120.550003,120.550003,120.550003,120.550003,000,111.009538
2012-01-17,119.209999,119.209999,119.209999,119.209999,000,109.775584
2012-01-13,118.790001,118.790001,118.790001,118.790001,000,109.388825
2012-01-12,119.379997,119.379997,119.379997,119.379997,000,109.932128
2012-01-11,119.089996,119.089996,119.089996,119.089996,000,109.665078
2012-01-10,119.050003,119.050003,119.050003,119.050003,000,109.62825
2012-01-09,118.00,118.00,118.00,118.00,000,108.661345
2012-01-06,117.730003,117.730003,117.730003,117.730003,000,108.412717
2012-01-05,117.980003,117.980003,117.980003,117.980003,000,108.642931
2012-01-04,117.639999,117.639999,117.639999,117.639999,000,108.329836
2012-01-03,117.589996,117.589996,117.589996,117.589996,000,108.28379
2011-12-30,115.800003,115.800003,115.800003,115.800003,000,106.635459
2011-12-29,116.290001,116.290001,116.290001,116.290001,000,107.086678
2011-12-28,115.050003,115.050003,115.050003,115.050003,000,105.944815
2011-12-27,116.480003,116.480003,116.480003,116.480003,000,107.261643
2011-12-23,116.470001,116.470001,116.470001,116.470001,000,107.252433
2011-12-22,115.43,115.43,115.43,115.43,000,106.294738
2011-12-21,115.139999,115.139999,115.139999,115.139999,000,105.391376
2011-12-20,114.910004,114.910004,114.910004,114.910004,000,105.180854
2011-12-19,111.57,111.57,111.57,111.57,000,102.12364
2011-12-16,112.889999,112.889999,112.889999,112.889999,000,103.331878
2011-12-15,112.519997,112.519997,112.519997,112.519997,000,102.993203
2011-12-14,112.150002,112.150002,112.150002,112.150002,000,102.654534
2011-12-13,113.419998,113.419998,113.419998,113.419998,000,103.817003
2011-12-12,114.389999,114.389999,114.389999,114.389999,000,104.704877
2011-12-09,116.120003,116.120003,116.120003,116.120003,000,106.288405
2011-12-08,114.190002,114.190002,114.190002,114.190002,000,104.521813
2011-12-07,116.660004,116.660004,116.660004,116.660004,000,106.782685
2011-12-06,116.389999,116.389999,116.389999,116.389999,000,106.535542
2011-12-05,116.260002,116.260002,116.260002,116.260002,000,106.416551
2011-12-02,115.07,115.07,115.07,115.07,000,105.327303
2011-12-01,115.089996,115.089996,115.089996,115.089996,000,105.345607
2011-11-30,115.309998,115.309998,115.309998,115.309998,000,105.546981
2011-11-29,110.510002,110.510002,110.510002,110.510002,000,101.15339
2011-11-28,110.220001,110.220001,110.220001,110.220001,000,100.887942
2011-11-25,107.080002,107.080002,107.080002,107.080002,000,98.013799
2011-11-23,107.349998,107.349998,107.349998,107.349998,000,98.260936
2011-11-22,109.769997,109.769997,109.769997,109.769997,000,100.476038
2011-11-21,110.220001,110.220001,110.220001,110.220001,000,100.887942
2011-11-18,112.309998,112.309998,112.309998,112.309998,000,102.800984
2011-11-17,112.349998,112.349998,112.349998,112.349998,000,102.837598
2011-11-16,114.260002,114.260002,114.260002,114.260002,000,104.585886
2011-11-15,116.160004,116.160004,116.160004,116.160004,000,106.325019
2011-11-14,115.580002,115.580002,115.580002,115.580002,000,105.794125
2011-11-11,116.68,116.68,116.68,116.68,000,106.800989
2011-11-10,114.449997,114.449997,114.449997,114.449997,000,104.759795
2011-11-09,113.459999,113.459999,113.459999,113.459999,000,103.853617
2011-11-08,117.769997,117.769997,117.769997,117.769997,000,107.798698
2011-11-07,116.330002,116.330002,116.330002,116.330002,000,106.480624
2011-11-04,115.599998,115.599998,115.599998,115.599998,000,105.812428
2011-11-03,116.330002,116.330002,116.330002,116.330002,000,106.480624
2011-11-02,114.160004,114.160004,114.160004,114.160004,000,104.494354
2011-11-01,112.339996,112.339996,112.339996,112.339996,000,102.828443
2011-10-31,115.57,115.57,115.57,115.57,000,105.784969
2011-10-28,118.50,118.50,118.50,118.50,000,108.466894
2011-10-27,118.449997,118.449997,118.449997,118.449997,000,108.421124
2011-10-26,114.519997,114.519997,114.519997,114.519997,000,104.823868
2011-10-25,113.32,113.32,113.32,113.32,000,103.725471
2011-10-24,115.639999,115.639999,115.639999,115.639999,000,105.849042
2011-10-21,114.169998,114.169998,114.169998,114.169998,000,104.503503
2011-10-20,112.059998,112.059998,112.059998,112.059998,000,102.572151
2011-10-19,111.550003,111.550003,111.550003,111.550003,000,102.105336
2011-10-18,112.959999,112.959999,112.959999,112.959999,000,103.395951
2011-10-17,110.699997,110.699997,110.699997,110.699997,000,101.327298
2011-10-14,112.879997,112.879997,112.879997,112.879997,000,103.322723
2011-10-13,110.949997,110.949997,110.949997,110.949997,000,101.556131
2011-10-12,111.269997,111.269997,111.269997,111.269997,000,101.849037
2011-10-11,110.18,110.18,110.18,110.18,000,100.851328
2011-10-10,110.120003,110.120003,110.120003,110.120003,000,100.79641
2011-10-07,106.489998,106.489998,106.489998,106.489998,000,97.473749
2011-10-06,107.360001,107.360001,107.360001,107.360001,000,98.270091
2011-10-05,105.419998,105.419998,105.419998,105.419998,000,96.494344
2011-10-04,103.510002,103.510002,103.510002,103.510002,000,94.746062
2011-10-03,101.230003,101.230003,101.230003,101.230003,000,92.659106
2011-09-30,104.18,104.18,104.18,104.18,000,95.359334
2011-09-29,106.849998,106.849998,106.849998,106.849998,000,97.803269
2011-09-28,105.989998,105.989998,105.989998,105.989998,000,97.016083
2011-09-27,108.199997,108.199997,108.199997,108.199997,000,99.038967
2011-09-26,107.050003,107.050003,107.050003,107.050003,000,97.98634
2011-09-23,104.610001,104.610001,104.610001,104.610001,000,95.752927
2011-09-22,103.970001,103.970001,103.970001,103.970001,000,95.167115
2011-09-21,108.00,108.00,108.00,108.00,000,98.319515
2011-09-20,111.260002,111.260002,111.260002,111.260002,000,101.28731
2011-09-19,111.440002,111.440002,111.440002,111.440002,000,101.451176
2011-09-16,112.550003,112.550003,112.550003,112.550003,000,102.461683
2011-09-15,111.910004,111.910004,111.910004,111.910004,000,101.879049
2011-09-14,109.989998,109.989998,109.989998,109.989998,000,100.131141
2011-09-13,108.529999,108.529999,108.529999,108.529999,000,98.802008
2011-09-12,107.510002,107.510002,107.510002,107.510002,000,97.873438
2011-09-09,106.769997,106.769997,106.769997,106.769997,000,97.199762
2011-09-08,109.690002,109.690002,109.690002,109.690002,000,99.858036
2011-09-07,110.870003,110.870003,110.870003,110.870003,000,100.932268
2011-09-06,107.75,107.75,107.75,107.75,000,98.091924
2011-09-02,108.550003,108.550003,108.550003,108.550003,000,98.820219
2011-09-01,111.370003,111.370003,111.370003,111.370003,000,101.387451
2011-08-31,112.699997,112.699997,112.699997,112.699997,000,102.598232
2011-08-30,112.129997,112.129997,112.129997,112.129997,000,102.079324
2011-08-29,111.839996,111.839996,111.839996,111.839996,000,101.815317
2011-08-26,108.75,108.75,108.75,108.75,000,99.002289
2011-08-25,107.120003,107.120003,107.120003,107.120003,000,97.518396
2011-08-24,108.809998,108.809998,108.809998,108.809998,000,99.056909
2011-08-23,107.379997,107.379997,107.379997,107.379997,000,97.755086
2011-08-22,103.830002,103.830002,103.830002,103.830002,000,94.523291
2011-08-19,103.800003,103.800003,103.800003,103.800003,000,94.495981
2011-08-18,105.379997,105.379997,105.379997,105.379997,000,95.934354
2011-08-17,110.290001,110.290001,110.290001,110.290001,000,100.404254
2011-08-16,110.160004,110.160004,110.160004,110.160004,000,100.285909
2011-08-15,111.220001,111.220001,111.220001,111.220001,000,101.250894
2011-08-12,108.839996,108.839996,108.839996,108.839996,000,99.084219
2011-08-11,108.260002,108.260002,108.260002,108.260002,000,98.556212
2011-08-10,103.459999,103.459999,103.459999,103.459999,000,94.186453
2011-08-09,108.190002,108.190002,108.190002,108.190002,000,98.492487
2011-08-08,103.290001,103.290001,103.290001,103.290001,000,94.031693
2011-08-05,110.650002,110.650002,110.650002,110.650002,000,100.731986
2011-08-04,110.709999,110.709999,110.709999,110.709999,000,100.786606
2011-08-03,116.269997,116.269997,116.269997,116.269997,000,105.848238
2011-08-02,115.650002,115.650002,115.650002,115.650002,000,105.283815
2011-08-01,118.68,118.68,118.68,118.68,000,108.042223
2011-07-29,119.169998,119.169998,119.169998,119.169998,000,108.4883
2011-07-28,119.949997,119.949997,119.949997,119.949997,000,109.198384
2011-07-27,120.32,120.32,120.32,120.32,000,109.535222
2011-07-26,122.809998,122.809998,122.809998,122.809998,000,111.802031
2011-07-25,123.32,123.32,123.32,123.32,000,112.26632
2011-07-22,124.019997,124.019997,124.019997,124.019997,000,112.903573
2011-07-21,123.900002,123.900002,123.900002,123.900002,000,112.794334
2011-07-20,122.239998,122.239998,122.239998,122.239998,000,111.283123
2011-07-19,122.300003,122.300003,122.300003,122.300003,000,111.33775
2011-07-18,120.339996,120.339996,120.339996,120.339996,000,109.553427
2011-07-15,121.32,121.32,121.32,121.32,000,110.445588
2011-07-14,120.650002,120.650002,120.650002,120.650002,000,109.835645
2011-07-13,121.459999,121.459999,121.459999,121.459999,000,110.573039
2011-07-12,121.080002,121.080002,121.080002,121.080002,000,110.227102
2011-07-11,121.620003,121.620003,121.620003,121.620003,000,110.718701
2011-07-08,123.849998,123.849998,123.849998,123.849998,000,112.748813
2011-07-07,124.720001,124.720001,124.720001,124.720001,000,113.540834
2011-07-06,123.43,123.43,123.43,123.43,000,112.366461
2011-07-05,123.25,123.25,123.25,123.25,000,112.202595
2011-07-01,123.410004,123.410004,123.410004,123.410004,000,112.348257
2011-06-30,121.650002,121.650002,121.650002,121.650002,000,110.746011
2011-06-29,120.43,120.43,120.43,120.43,000,109.635363
2011-06-28,119.43,119.43,119.43,119.43,000,108.724997
2011-06-27,117.870003,117.870003,117.870003,117.870003,000,107.304829
2011-06-24,116.800003,116.800003,116.800003,116.800003,000,106.330738
2011-06-23,118.190002,118.190002,118.190002,118.190002,000,107.596146
2011-06-22,119.099998,119.099998,119.099998,119.099998,000,107.902024
2011-06-21,119.870003,119.870003,119.870003,119.870003,000,108.599631
2011-06-20,118.269997,118.269997,118.269997,118.269997,000,107.15006
2011-06-17,117.629997,117.629997,117.629997,117.629997,000,106.570235
2011-06-16,117.269997,117.269997,117.269997,117.269997,000,106.244082
2011-06-15,117.050003,117.050003,117.050003,117.050003,000,106.044772
2011-06-14,119.120003,119.120003,119.120003,119.120003,000,107.920147
2011-06-13,117.629997,117.629997,117.629997,117.629997,000,106.570235
2011-06-10,117.510002,117.510002,117.510002,117.510002,000,106.461522
2011-06-09,119.18,119.18,119.18,119.18,000,107.974504
2011-06-08,118.309998,118.309998,118.309998,118.309998,000,107.1863
2011-06-07,118.779999,118.779999,118.779999,118.779999,000,107.612111
2011-06-06,118.889999,118.889999,118.889999,118.889999,000,107.711769
2011-06-03,120.18,120.18,120.18,120.18,000,108.880482
2011-06-02,121.349998,121.349998,121.349998,121.349998,000,109.940475
2011-06-01,121.489998,121.489998,121.489998,121.489998,000,110.067312
2011-05-31,124.309998,124.309998,124.309998,124.309998,000,112.62217
2011-05-27,123.010002,123.010002,123.010002,123.010002,000,111.444403
2011-05-26,122.480003,122.480003,122.480003,122.480003,000,110.964235
2011-05-25,121.970001,121.970001,121.970001,121.970001,000,110.502184
2011-05-24,121.580002,121.580002,121.580002,121.580002,000,110.148853
2011-05-23,121.68,121.68,121.68,121.68,000,110.23945
2011-05-20,123.139999,123.139999,123.139999,123.139999,000,111.562177
2011-05-19,124.099998,124.099998,124.099998,124.099998,000,112.431916
2011-05-18,123.82,123.82,123.82,123.82,000,112.178243
2011-05-17,122.720001,122.720001,122.720001,122.720001,000,111.181668
2011-05-16,122.730003,122.730003,122.730003,122.730003,000,111.19073
2011-05-13,123.489998,123.489998,123.489998,123.489998,000,111.879268
2011-05-12,124.489998,124.489998,124.489998,124.489998,000,112.785247
2011-05-11,123.870003,123.870003,123.870003,123.870003,000,112.223545
2011-05-10,125.190002,125.190002,125.190002,125.190002,000,113.419436
2011-05-09,124.18,124.18,124.18,124.18,000,112.504396
2011-05-06,123.620003,123.620003,123.620003,123.620003,000,111.99705
2011-05-05,123.139999,123.139999,123.139999,123.139999,000,111.562177
2011-05-04,124.260002,124.260002,124.260002,124.260002,000,112.576876
2011-05-03,125.089996,125.089996,125.089996,125.089996,000,113.328832
2011-05-02,125.519997,125.519997,125.519997,125.519997,000,113.718403
2011-04-29,125.739998,125.739998,125.739998,125.739998,000,113.91772
2011-04-28,125.449997,125.449997,125.449997,125.449997,000,113.654985
2011-04-27,124.989998,124.989998,124.989998,124.989998,000,113.238236
2011-04-26,124.199997,124.199997,124.199997,124.199997,000,112.522512
2011-04-25,123.089996,123.089996,123.089996,123.089996,000,111.516876
2011-04-21,123.290001,123.290001,123.290001,123.290001,000,111.698076
2011-04-20,122.639999,122.639999,122.639999,122.639999,000,111.109188
2011-04-19,121.00,121.00,121.00,121.00,000,109.623384
2011-04-18,120.309998,120.309998,120.309998,120.309998,000,108.998257
2011-04-15,121.650002,121.650002,121.650002,121.650002,000,110.212272
2011-04-14,121.169998,121.169998,121.169998,121.169998,000,109.777399
2011-04-13,121.160004,121.160004,121.160004,121.160004,000,109.768344
2011-04-12,121.120003,121.120003,121.120003,121.120003,000,109.732104
2011-04-11,122.07,122.07,122.07,122.07,000,110.592781
2011-04-08,122.410004,122.410004,122.410004,122.410004,000,110.900817
2011-04-07,122.900002,122.900002,122.900002,122.900002,000,111.344744
2011-04-06,123.089996,123.089996,123.089996,123.089996,000,111.516876
2011-04-05,122.769997,122.769997,122.769997,122.769997,000,111.226963
2011-04-04,122.790001,122.790001,122.790001,122.790001,000,111.245086
2011-04-01,122.730003,122.730003,122.730003,122.730003,000,111.19073
2011-03-31,122.120003,122.120003,122.120003,122.120003,000,110.638082
2011-03-30,122.349998,122.349998,122.349998,122.349998,000,110.846454
2011-03-29,121.519997,121.519997,121.519997,121.519997,000,110.09449
2011-03-28,120.639999,120.639999,120.639999,120.639999,000,109.297231
2011-03-25,120.980003,120.980003,120.980003,120.980003,000,109.605268
2011-03-24,120.599998,120.599998,120.599998,120.599998,000,109.260991
2011-03-23,120.010002,120.010002,120.010002,120.010002,000,108.23815
2011-03-22,119.660004,119.660004,119.660004,119.660004,000,107.922483
2011-03-21,120.080002,120.080002,120.080002,120.080002,000,108.301284
2011-03-18,118.300003,118.300003,118.300003,118.300003,000,106.695886
2011-03-17,117.800003,117.800003,117.800003,117.800003,000,106.244931
2011-03-16,116.239998,116.239998,116.239998,116.239998,000,104.837948
2011-03-15,118.540001,118.540001,118.540001,118.540001,000,106.912342
2011-03-14,119.879997,119.879997,119.879997,119.879997,000,108.120898
2011-03-11,120.610001,120.610001,120.610001,120.610001,000,108.779295
2011-03-10,119.730003,119.730003,119.730003,119.730003,000,107.985617
2011-03-09,122.029999,122.029999,122.029999,122.029999,000,110.060004
2011-03-08,122.18,122.18,122.18,122.18,000,110.195292
2011-03-07,121.080002,121.080002,121.080002,121.080002,000,109.203193
2011-03-04,122.089996,122.089996,122.089996,122.089996,000,110.114117
2011-03-03,122.989998,122.989998,122.989998,122.989998,000,110.925837
2011-03-02,120.910004,120.910004,120.910004,120.910004,000,109.04987
2011-03-01,120.690002,120.690002,120.690002,120.690002,000,108.851449
2011-02-28,122.629997,122.629997,122.629997,122.629997,000,110.601149
2011-02-25,121.940002,121.940002,121.940002,121.940002,000,109.978836
2011-02-24,120.639999,120.639999,120.639999,120.639999,000,108.806351
2011-02-23,120.730003,120.730003,120.730003,120.730003,000,108.887526
2011-02-22,121.470001,121.470001,121.470001,121.470001,000,109.554937
2011-02-18,124.010002,124.010002,124.010002,124.010002,000,111.845788
2011-02-17,123.769997,123.769997,123.769997,123.769997,000,111.629325
2011-02-16,123.379997,123.379997,123.379997,123.379997,000,111.277581
2011-02-15,122.589996,122.589996,122.589996,122.589996,000,110.565071
2011-02-14,122.970001,122.970001,122.970001,122.970001,000,110.907801
2011-02-11,122.660004,122.660004,122.660004,122.660004,000,110.628212
2011-02-10,121.970001,121.970001,121.970001,121.970001,000,110.005892
2011-02-09,121.870003,121.870003,121.870003,121.870003,000,109.915702
2011-02-08,122.190002,122.190002,122.190002,122.190002,000,110.204313
2011-02-07,121.650002,121.650002,121.650002,121.650002,000,109.717281
